Disease1,allergic disorder,allergic rhinitis,allergy,alzheimers disease,anemia,antepartum eclampsia,appendicitis,asthma,atopic dermatitis,atrial fibrillation,biventricular implantable cardioverter,biventricular implantable cardioverter defibrillator,"biventricular implantable cardioverter defibrillator, catheter ablation of
tissue of heart, vaccination for diphtheria","biventricular implantable cardioverter defibrillator, catheter ablation of tissue of heart
planos de cuidado: self-care interventions",brain damage,breast (disorder,breasts,bronchitis,cancer,carcinoma,carcinoma of lung (disorder,cardiac arrest,chlamydia,chronic congestive heart failure,chronic kidney disease stage,chronic kidney disease stage 2 (disorder,"chronic obstructive
pulmonary disease",chronic obstructive bronchitis,"chronic obstructive pulmonary
disease clinical management plan, head injury","chronic obstructive pulmonary
disease clinical management plan, physical therapy procedure
imunizações:
vacinas",chronic obstructive pulmonary disease,"chronic obstructive pulmonarydisease clinical management plan, musculoskeletal care, respiratory",chronic pain,congestive heart failure,conn,contraceptive intrauterine,coronary artery bypass,cystitis,deficit disorder,demential,depression,depression disorder,depressive disorder,dermatitis,diabetes,diabetes mellitus,"diabetes, hepatitis c",diabetic renal disease,diabetic retinopathy,diarrhea,diphtheria,disorder,edema,epilepsy,forglucose,fracture,fracture subluxation,gonorrhea,gonorrhea infection,gout,head injury,"heart
failure self management plan, inpatient care plan 
imunizações:
vacinas","heart
failure self management plan, inpatient care plan imunizações",heart failure,hepatitis b,hepatitis bsurface antigen,"human immunodeficiency
virus antigen",human immunodeficiency virus,human immunodeficiency virus antigen,hyperglycemia,hyperlipidemia,hypertension,hypertriglyceridemia,idiopathic atrophic hypothyroidism,infection,injury of anterior cruciate ligament,injury of brain,"injury of brain 
- brain damage","injury of brain 
- viral sinusitis","injury of brain 
diagnósticos definitivos",injury of brain (,injury(morphologic abnormality,intrauterine contraceptive,kidney disease,loss of consciousness,lung cancer,malignant neoplasm,malignant neoplasm of breast (disorder,malignant neoplasm of colon,malorie,metabolic syndrome,metabolic syndrome x (disorder,migraine,musculoskeletal,myocardial infarction,neoplasm,neuropathy,nickole,no loss of consciousness,non-small cell carcinoma of lung  tnm stage 1,non-small cell carcinoma of lung  tnm stage 1 (disorder,non-small cell lung cancer,nonproliferative diabetic retinopathy,obesity,obstructive pulmonary disease,occult blood,ofintrauterine contraceptive,opioid abuse,osteoporosis,otitis,overdose,pain,pelvis,"peripheral
blood smear",pharyngitis,pneumonia,polyp,polyp of colon,polyp of colon (início: 2013-08-11,preeclampsia,primary fibromyalgia syndrome,primary malignant neoplasm,primary malignant neoplasm of colon,primary osteoarthritis of the hand,prostate,prostate (disorder,pulmonary emphysema,pyelonephritis,retinopathy,rheumatoid arthritis,rupture of appendix,secondary malignant neoplasm of colon,seizure,sinusitis,sore throat,streptococcal sore throat,stroke,syphilis infection,tetanus,tooth,tract infection,traumatic,tuberculosis,type ii diabetes mellitus,"urinary
tract infection",urinary tract infection,varicella,"varicella-zoster virus antibody, skin test",viral sinusitis,whiplash injury,zoila,zoster
depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,91.0,3.0,110.0,5.0,1.0,0.0,150.0,5.0,0.0,0.0,1.0,16.0,3.0,13.0,143.0,0.0,14.0,0.0,0.0,1.0,14.0,2.0,8.0,3.0,94.0,5.0,12.0,52.0,11.0,0.0,65.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,71.0,5.0,2.0,3.0,1.0,0.0,1.0,1.0,11.0,1.0,8.0,1.0,3.0,0.0,3.0,0.0,13.0,3.0,3.0,3.0,1.0,75.0,1.0,0.0,1.0,0.0,0.0,4.0,11.0,11.0,1.0,2.0,86.0,0.0,2.0,6.0,0.0,18.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,156.0,16.0,0.0,6.0,105.0,160.0,7.0,1.0,0.0,156.0,1.0,0.0,24.0,0.0,49.0,135.0,7.0,0.0,25.0
depression disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
depressive disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dermatitis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
diabetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,22.0,37.0,13.0,5.0,63.0,37.0,1.0,0.0,1.0,51.0,11.0,5.0,63.0,2.0,25.0,0.0,0.0,26.0,1.0,0.0,0.0,3.0,54.0,44.0,76.0,132.0,74.0,4.0,18.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,52.0,37.0,5.0,11.0,6.0,1.0,6.0,1.0,74.0,2.0,22.0,2.0,11.0,24.0,24.0,1.0,21.0,10.0,10.0,10.0,7.0,154.0,1.0,1.0,1.0,8.0,29.0,10.0,23.0,26.0,4.0,2.0,165.0,3.0,13.0,40.0,1.0,7.0,1.0,0.0,0.0,15.0,28.0,24.0,13.0,0.0,1.0,1.0,7.0,2.0,9.0,286.0,39.0,3.0,31.0,57.0,79.0,3.0,1.0,2.0,68.0,13.0,1.0,32.0,0.0,10.0,249.0,21.0,1.0,77.0
diabetes mellitus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,10.0,1.0,3.0,18.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,22.0,9.0,19.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,0.0,1.0,3.0,24.0,0.0,3.0,1.0,1.0,1.0,7.0,16.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,4.0,0.0,0.0,16.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,27.0,2.0,1.0,5.0,2.0,3.0,1.0,0.0,2.0,3.0,10.0,0.0,2.0,0.0,1.0,21.0,3.0,0.0,11.0
"diabetes, hepatitis c",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,110.0,2.0,0.0,0.0,1.0,13.0,5.0,13.0,105.0,0.0,9.0,0.0,0.0,0.0,15.0,2.0,10.0,0.0,52.0,1.0,5.0,31.0,4.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,8.0,0.0,0.0,48.0,0.0,2.0,3.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,97.0,15.0,0.0,3.0,62.0,109.0,5.0,1.0,0.0,118.0,0.0,0.0,14.0,0.0,53.0,86.0,6.0,0.0,9.0
diabetic renal disease,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,37.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,20.0,12.0,19.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,3.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,1.0,10.0,10.0,0.0,1.0,3.0,3.0,3.0,3.0,18.0,0.0,1.0,1.0,3.0,5.0,2.0,2.0,4.0,2.0,0.0,15.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,4.0,1.0,5.0,2.0,6.0,1.0,0.0,1.0,3.0,7.0,0.0,2.0,0.0,1.0,21.0,3.0,0.0,7.0
diabetic retinopathy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,3.0,8.0,0.0,1.0,1.0,1.0,1.0,7.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0
diarrhea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0
diphtheria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,14.0,4.0,12.0,138.0,0.0,11.0,0.0,0.0,0.0,14.0,2.0,8.0,3.0,86.0,3.0,6.0,40.0,8.0,0.0,66.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,57.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,8.0,1.0,5.0,1.0,2.0,0.0,3.0,0.0,10.0,1.0,1.0,1.0,1.0,67.0,1.0,0.0,1.0,0.0,0.0,5.0,6.0,8.0,0.0,0.0,65.0,0.0,2.0,4.0,0.0,19.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,125.0,14.0,0.0,3.0,97.0,152.0,5.0,1.0,0.0,150.0,1.0,0.0,18.0,0.0,50.0,109.0,6.0,0.0,12.0
disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,20.0,12.0,19.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,3.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,1.0,10.0,10.0,0.0,1.0,3.0,3.0,3.0,3.0,18.0,0.0,1.0,1.0,3.0,5.0,2.0,2.0,4.0,2.0,0.0,15.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,4.0,1.0,5.0,2.0,6.0,1.0,0.0,1.0,3.0,7.0,0.0,2.0,0.0,1.0,21.0,3.0,0.0,7.0
edema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forglucose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
fracture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,12.0,1.0,10.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,3.0,2.0,21.0,40.0,4.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,9.0,2.0,2.0,7.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,2.0,19.0,21.0,6.0,9.0,7.0,0.0,61.0,3.0,3.0,11.0,0.0,1.0,0.0,1.0,1.0,4.0,8.0,7.0,3.0,0.0,0.0,0.0,2.0,0.0,8.0,107.0,29.0,0.0,10.0,6.0,16.0,6.0,0.0,0.0,14.0,1.0,0.0,6.0,26.0,7.0,92.0,6.0,0.0,11.0
fracture subluxation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,3.0,0.0,0.0,19.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,7.0,0.0,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,6.0,2.0,24.0,2.0,0.0,4.0
galen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gonorrhea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,3.0,0.0,1.0,13.0,12.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,1.0
gonorrhea infection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,2.0,10.0,3.0,82.0,3.0,6.0,41.0,7.0,0.0,57.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,54.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,1.0,3.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,1.0,64.0,1.0,0.0,1.0,0.0,0.0,3.0,7.0,8.0,0.0,0.0,65.0,0.0,1.0,3.0,0.0,17.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,125.0,15.0,0.0,2.0,95.0,142.0,6.0,1.0,0.0,151.0,1.0,0.0,16.0,0.0,53.0,108.0,5.0,0.0,10.0
